,Dist. STATE,Account ID,City,OnOff Premises,Classes of Trade,Siempre Plata,Siempre Reposado,Siempre Anejo,Siempre Supremo,Siempre Rebel Cask,Siempre Exclusivo Vivo,Total Cases,Did Buys,# Purchases,# Months Purchased,Rate of Sale: Units / Month,Ave Unit Price,Cluster
602,GA,66354,ADEL,ON,RESTAURANT,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,201.5395969,0.0
603,GA,98960,ATLANTA,ON,BAR/TAVERN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,201.54,1.0
604,GA,12164,WARNER ROBINS,OFF,LIQUOR/PACKAGE STORE,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,206.67,1.0
605,GA,88578,ATLANTA,ON,RESTAURANT,0.0,0.0,0.333334,0.0,0.0,0.0,0.333334,1,2,2,0.027777833,298.9494021,1.0
606,GA,46756,AUGUSTA,ON,RECREATION/ ENTERTAINMENT,0.0,1.333333,0.0,0.0,0.0,0.0,1.333333,1,1,1,0.111111083,151.1550378,1.0
607,GA,36746,TYBEE ISLAND,ON,BAR/TAVERN,0.0,0.0,0.666667,0.0,0.0,0.0,0.666667,1,1,1,0.055555583,224.2123879,1.0
608,GA,44874,ATLANTA,ON,BAR/TAVERN,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,201.5395969,0.0
609,GA,80800,ATLANTA,ON,BAR/TAVERN,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,201.5395969,0.0
610,GA,74059,ALBANY,OFF,LIQUOR/PACKAGE STORE,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,1.0
611,GA,97813,COLUMBUS,OFF,LIQUOR/PACKAGE STORE,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,206.67,2.0
612,GA,56822,SAVANNAH,ON,RESTAURANT,0.0,0.0,0.666667,0.0,0.0,0.0,0.666667,1,1,1,0.055555583,224.2123879,1.0
613,GA,19760,SAVANNAH,ON,RECREATION/ ENTERTAINMENT,0.0,7.333337,0.0,0.0,0.0,0.0,7.333337,1,11,8,0.611111417,151.1549244,1.0
614,GA,99505,SAVANNAH,ON,BAR/TAVERN,0.0,0.833334,0.5,0.0,0.0,0.0,1.333334,1,2,2,0.111111167,187.6836562,1.0
615,GA,21457,JEKYLL ISLAND,ON,HOTEL/ MOTEL,0.0,0.666668,0.833333,0.0,0.0,0.0,1.500001,1,3,2,0.125000083,210.8698594,1.0
616,GA,99563,STOCKBRIDGE,ON,BAR/TAVERN,0.0,1.0,0.333333,0.0,0.0,0.0,1.333333,1,1,1,0.111111083,151.1550378,1.0
617,GA,76879,SMYRNA,ON,RESTAURANT,0.0,0.666667,0.0,0.0,0.0,0.0,0.666667,1,1,1,0.055555583,151.1549244,1.0
618,GA,79881,ATLANTA,ON,RECREATION/ ENTERTAINMENT,0.0,0.0,0.166667,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,298.9494021,1.0
619,GA,73416,ACWORTH,ON,BAR/TAVERN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0
620,GA,99613,KENNESAW,ON,RESTAURANT,0.0,0.666667,0.0,0.0,0.0,0.0,0.666667,1,1,1,0.055555583,151.1549244,1.0
621,GA,79024,PEACHTREE CITY,OFF,LIQUOR/PACKAGE STORE,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,206.67,1.0
622,GA,16848,CONYERS,ON,RESTAURANT,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,1.0,201.5395969,2.0
623,GA,96394,ATLANTA,ON,RESTAURANT,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,201.5395969,2.0
624,NY,67242,BROOKLYN,ON,RECREATION/ ENTERTAINMENT,106.0,0.0,0.0,0.0,0.0,0.0,106.0,1,12,5,8.833333333,0.0,2.0
625,NY,51965,BROOKLYN,ON,CONCESSIONAIRE,68.0,0.0,0.0,0.0,0.0,0.0,68.0,1,9,5,5.666666667,0.0,2.0
626,NY,92067,NEW YORK,ON,BAR/TAVERN,44.0,1.500001,0.500001,0.0,0.0,0.0,46.000002,1,28,12,3.8333335,0.0,2.0
627,NY,47430,NEW YORK,OFF,LIQUOR/PACKAGE STORE,38.0,0.0,4.0,0.0,1.0,0.0,43.0,1,11,7,3.583333333,0.0,2.0
628,NY,95485,ASTORIA,OFF,LIQUOR/PACKAGE STORE,35.0,15.0,0.0,0.0,0.0,0.0,50.0,1,4,4,4.166666667,0.0,2.0
629,NY,54963,LONG ISLAND CITY,OFF,LIQUOR/PACKAGE STORE,27.0,0.0,4.0,0.0,0.0,0.0,31.0,1,12,6,2.583333333,0.0,1.0
630,NY,89252,NEW YORK,OFF,LIQUOR/PACKAGE STORE,27.0,5.0,0.0,0.0,0.0,0.0,32.0,1,12,8,2.666666667,0.0,2.0
631,NY,57989,ROCHESTER,ON,RESTAURANT,26.0,0.0,0.0,0.0,0.0,0.0,26.0,1,5,4,2.166666667,0.0,2.0
632,NY,72282,REGO PARK,OFF,LIQUOR/PACKAGE STORE,25.0,15.0,5.0,0.0,2.0,0.0,47.0,1,6,5,3.916666667,0.0,2.0
633,NY,33031,SOUTH SALEM,OFF,LIQUOR/PACKAGE STORE,24.0,7.0,0.0,1.0,1.0,1.0,34.0,1,4,2,2.833333333,0.0,2.0
634,NY,81399,NEW YORK,ON,RESTAURANT,22.0,7.0,0.0,0.0,0.0,0.0,29.0,1,4,4,2.416666667,0.0,2.0
635,NY,42035,ROCHESTER,OFF,LIQUOR/PACKAGE STORE,22.0,4.0,0.0,0.0,0.0,0.0,26.0,1,7,6,2.166666667,0.0,0.0
636,NY,80660,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,22.0,2.0,0.0,0.0,0.0,0.0,24.0,1,5,5,2.0,0.0,2.0
637,NY,19079,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,20.0,5.0,5.0,0.0,0.0,0.0,30.0,1,2,2,2.5,0.0,2.0
638,NY,36452,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,20.0,5.0,0.0,0.0,0.0,0.0,25.0,1,12,10,2.083333333,0.0,2.0
639,NY,24160,BRONXVILLE,OFF,LIQUOR/PACKAGE STORE,20.0,3.333333,0.833333,0.0,0.0,1.0,25.166666,1,11,9,2.097222167,0.0,2.0
640,NY,93881,BROOKLYN,ON,RESTAURANT,19.0,8.0,0.0,0.0,0.0,0.0,27.0,1,5,5,2.25,0.0,2.0
641,NY,38625,NEW YORK,ON,HOTEL/ MOTEL,19.0,8.0,0.0,0.0,0.0,0.0,27.0,1,20,10,2.25,0.0,2.0
642,NY,62534,ROCHESTER,ON,RESTAURANT,18.0,0.0,0.0,0.0,0.0,0.0,18.0,1,9,9,1.5,0.0,2.0
643,NY,68309,EAST ROCHESTER,OFF,LIQUOR/PACKAGE STORE,17.0,2.0,0.0,0.0,0.0,0.333333,19.333333,1,8,6,1.611111083,0.0,0.0
644,NY,49027,LAKE PLACID,ON,BAR/TAVERN,15.0,0.0,1.833332,0.0,0.0,0.0,16.833332,1,19,9,1.402777667,0.0,1.0
645,NY,39081,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,15.0,2.0,0.0,0.0,1.0,1.0,19.0,1,2,2,1.583333333,0.0,2.0
646,NY,27748,BROOKLYN,ON,CONCESSIONAIRE,13.0,0.0,0.0,0.0,0.0,0.0,13.0,1,5,4,1.083333333,0.0,2.0
647,NY,68805,NEW YORK,ON,BAR/TAVERN,13.0,4.0,0.0,0.0,0.0,0.0,17.0,1,14,11,1.416666667,0.0,2.0
648,NY,11057,BROOKLYN,ON,RESTAURANT,12.333333,0.0,0.0,0.0,0.0,0.0,12.333333,1,8,8,1.02777775,0.0,1.0
649,NY,39999,ISLAND PARK,OFF,LIQUOR/PACKAGE STORE,12.0,17.0,4.0,0.0,2.0,1.0,36.0,1,6,5,3.0,0.0,0.0
650,NY,72422,ROCHESTER,ON,RESTAURANT,12.0,0.0,0.0,0.0,0.0,0.0,12.0,1,6,6,1.0,0.0,1.0
651,NY,78783,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1,2,2,0.833333333,0.0,1.0
652,NY,84209,BROOKLYN,ON,RESTAURANT,10.0,2.0,0.0,0.0,0.0,0.0,12.0,1,1,1,1.0,0.0,2.0
653,NY,20994,BROOKLYN,ON,RESTAURANT,10.0,3.0,1.0,0.0,0.0,0.0,14.0,1,4,4,1.166666667,0.0,0.0
654,NY,81353,NEW YORK,OFF,LIQUOR/PACKAGE STORE,10.0,0.0,0.0,1.0,2.0,9.0,22.0,1,5,5,1.833333333,0.0,2.0
655,NY,99195,NEW YORK,OFF,LIQUOR/PACKAGE STORE,10.0,0.0,0.0,0.0,0.0,4.0,14.0,1,3,3,1.166666667,0.0,0.0
656,NY,98772,ARMONK,OFF,LIQUOR/PACKAGE STORE,10.0,6.0,0.0,1.0,1.0,0.5,18.5,1,8,6,1.541666667,0.0,0.0
657,NY,98433,NEW YORK,OFF,LIQUOR/PACKAGE STORE,10.0,2.0,0.0,0.0,1.0,0.0,13.0,1,6,5,1.083333333,0.0,0.0
658,NY,62393,FAIRPORT,OFF,LIQUOR/PACKAGE STORE,9.0,0.0,0.0,0.0,0.0,0.0,9.0,1,3,3,0.75,0.0,0.0
659,NY,78537,SODUS,OFF,LIQUOR/PACKAGE STORE,9.0,0.0,0.0,0.0,0.0,0.0,9.0,1,3,3,0.75,0.0,0.0
660,NY,32084,SARATOGA SPRINGS,OFF,LIQUOR/PACKAGE STORE,9.0,0.0,0.0,1.0,0.0,1.0,11.0,1,4,4,0.916666667,0.0,0.0
661,NY,54062,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,8.0,0.0,3.0,0.0,0.0,0.0,11.0,1,7,6,0.916666667,0.0,1.0
662,NY,24951,NEW YORK,OFF,LIQUOR/PACKAGE STORE,8.0,0.0,0.0,0.0,0.0,0.0,8.0,1,4,4,0.666666667,0.0,0.0
663,NY,70507,NEW YORK,ON,RESTAURANT,8.0,0.0,0.0,0.0,0.0,0.0,8.0,1,4,2,0.666666667,0.0,2.0
664,NY,10918,SARATOGA SPRINGS,OFF,LIQUOR/PACKAGE STORE,8.0,0.0,0.0,0.0,0.0,0.0,8.0,1,4,4,0.666666667,0.0,0.0
665,NY,43468,BROOKLYN,ON,RESTAURANT,7.333333,22.0,0.0,0.0,0.0,0.0,29.333333,1,16,10,2.444444417,0.0,0.0
666,NY,72060,PORT WASHINGTON,OFF,LIQUOR/PACKAGE STORE,7.0,2.0,0.0,0.0,0.0,0.0,9.0,1,2,2,0.75,0.0,0.0
667,NY,63498,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1,2,2,0.583333333,0.0,0.0
668,NY,18196,CORTLAND,OFF,LIQUOR/PACKAGE STORE,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1,2,2,0.583333333,0.0,0.0
669,NY,35192,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,7.0,2.0,0.0,0.0,0.0,0.0,9.0,1,4,3,0.75,0.0,0.0
670,NY,35340,BUFFALO,OFF,LIQUOR/PACKAGE STORE,7.0,5.0,0.0,0.0,0.0,0.0,12.0,1,3,2,1.0,0.0,0.0
671,NY,17791,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1,1,1,0.5,0.0,0.0
672,NY,19175,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1,3,2,0.5,0.0,0.0
673,NY,67931,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,6.0,0.0,2.0,0.0,0.0,0.0,8.0,1,4,4,0.666666667,0.0,1.0
674,NY,84342,BALDWINSVILLE,OFF,LIQUOR/PACKAGE STORE,6.0,4.0,0.0,0.0,0.0,0.0,10.0,1,4,4,0.833333333,0.0,0.0
675,NY,14223,NEW YORK,ON,RESTAURANT,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1,2,2,0.5,0.0,1.0
676,NY,32328,ASTORIA,OFF,LIQUOR/PACKAGE STORE,6.0,4.0,0.166667,0.5,0.0,0.0,10.666667,1,5,5,0.888888917,0.0,0.0
677,NY,66802,BEACON,ON,BAR/TAVERN,5.333333,0.333333,0.166667,0.0,0.0,0.0,5.833333,1,3,2,0.486111083,0.0,0.0
678,NY,37117,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,5.0,4.0,0.0,0.0,0.0,0.0,9.0,1,2,2,0.75,0.0,1.0
679,NY,85288,COMMACK,OFF,LIQUOR/PACKAGE STORE,5.0,7.0,2.0,0.0,1.0,1.0,16.0,1,3,2,1.333333333,0.0,1.0
680,NY,54935,RIDGEWOOD,ON,BAR/TAVERN,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1,4,4,0.416666667,0.0,0.0
681,NY,90145,NEW YORK,ON,BAR/TAVERN,5.0,1.0,3.0,0.0,0.0,0.0,9.0,1,4,1,0.75,0.0,0.0
682,NY,61146,ASTORIA,OFF,LIQUOR/PACKAGE STORE,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,1,0.416666667,0.0,0.0
683,NY,53892,WEBSTER,OFF,LIQUOR/PACKAGE STORE,5.0,2.0,0.0,0.0,0.0,0.0,7.0,1,1,1,0.583333333,0.0,0.0
684,NY,84922,SELDEN,OFF,LIQUOR/PACKAGE STORE,5.0,2.0,0.0,0.0,0.0,0.0,7.0,1,1,1,0.583333333,0.0,1.0
685,NY,26202,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,1,0.416666667,0.0,0.0
686,NY,11518,LONG ISLAND CITY,ON,RESTAURANT,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,1,0.416666667,0.0,0.0
687,NY,96271,PORT WASHINGTON,OFF,LIQUOR/PACKAGE STORE,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,1,0.416666667,0.0,0.0
688,NY,55302,ROCHESTER,OFF,LIQUOR/PACKAGE STORE,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,1,0.416666667,0.0,2.0
689,NY,50119,NEW YORK,OFF,LIQUOR/PACKAGE STORE,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,1,0.416666667,0.0,0.0
690,NY,82221,LAKE PLACID,ON,HOTEL/ MOTEL,4.333335,1.500001,2.0,0.0,0.0,0.0,7.833336,1,13,8,0.652778,0.0,0.0
691,NY,32948,BRIDGEHAMPTON,OFF,LIQUOR/PACKAGE STORE,4.0,0.0,0.0,0.0,0.0,1.0,5.0,1,2,1,0.416666667,0.0,0.0
692,NY,18809,WEBSTER,OFF,LIQUOR/PACKAGE STORE,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1,2,2,0.333333333,0.0,0.0
693,NY,32153,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,4.0,4.0,2.0,0.0,0.0,0.0,10.0,1,2,2,0.833333333,0.0,0.0
694,NY,88719,ROCHESTER,OFF,LIQUOR/PACKAGE STORE,4.0,2.0,0.0,2.0,0.0,0.333333,8.333333,1,3,2,0.694444417,0.0,0.0
695,NY,82081,ROCHESTER,OFF,LIQUOR/PACKAGE STORE,4.0,0.0,0.0,0.0,0.0,0.333333,4.333333,1,3,3,0.361111083,0.0,0.0
696,NY,42761,NIAGARA FALLS,OFF,LIQUOR/PACKAGE STORE,4.0,1.333333,0.0,0.0,0.0,1.0,6.333333,1,3,2,0.52777775,0.0,0.0
697,NY,17773,ROCHESTER,OFF,LIQUOR/PACKAGE STORE,4.0,2.0,0.0,0.0,0.0,0.0,6.0,1,3,3,0.5,0.0,1.0
698,NY,28229,ASTORIA,OFF,LIQUOR/PACKAGE STORE,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1,2,2,0.333333333,0.0,1.0
699,NY,31491,ROCHESTER,ON,CONCESSIONAIRE,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,1,0.25,0.0,1.0
700,NY,76200,NEW YORK,ON,BAR/TAVERN,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1,2,1,0.25,0.0,0.0
701,NY,31807,BROOKLYN,ON,RESTAURANT,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,1,0.25,0.0,0.0
702,NY,59308,NEW YORK,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,1.0
703,NY,66891,LAKE PLACID,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,7.0,0.0,0.0,0.0,9.0,1,5,5,0.75,0.0,0.0
704,NY,16455,GENESEO,ON,BAR/TAVERN,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
705,NY,40912,FRANKLIN SQUARE,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.333333,2.333333,1,2,2,0.194444417,0.0,0.0
706,NY,92536,MERRICK,OFF,LIQUOR/PACKAGE STORE,2.0,2.0,2.0,0.0,0.0,0.0,6.0,1,1,1,0.5,0.0,1.0
707,NY,71556,FLORAL PARK,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
708,NY,73397,BABYLON,ON,RESTAURANT,2.0,0.0,0.0,0.0,0.0,1.666666,3.666666,1,3,3,0.3055555,0.0,1.0
709,NY,39395,PORT CHESTER,OFF,LIQUOR/PACKAGE STORE,2.0,2.0,0.0,0.0,1.0,0.0,5.0,1,1,1,0.416666667,0.0,0.0
710,NY,17048,CONESUS,ON,BAR/TAVERN,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
711,NY,45176,WANTAGH,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,1.0
712,NY,62676,SEAFORD,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
713,NY,21041,BROOKLYN,ON,RESTAURANT,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
714,NY,66040,NEW YORK,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
715,NY,44839,MERRICK,OFF,LIQUOR/PACKAGE STORE,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1,1,1,0.333333333,0.0,0.0
716,NY,89916,NEW YORK,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,1.0
717,NY,87014,BOHEMIA,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
718,NY,71059,NEW YORK,ON,BAR/TAVERN,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
719,NY,69978,TUPPER LAKE,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
720,NY,40771,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
721,NY,83449,PATCHOGUE,OFF,LIQUOR/PACKAGE STORE,2.0,1.0,1.0,1.0,0.0,0.0,5.0,1,1,1,0.416666667,0.0,0.0
722,NY,83804,NEW YORK,OFF,LIQUOR/PACKAGE STORE,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1,1,1,0.333333333,0.0,1.0
723,NY,43076,ASTORIA,OFF,LIQUOR/PACKAGE STORE,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1,1,1,0.333333333,0.0,1.0
724,NY,98002,ASTORIA,ON,BAR/TAVERN,2.0,1.0,0.166667,0.0,0.0,0.0,3.166667,1,4,4,0.263888917,0.0,0.0
725,NY,69641,ASTORIA,ON,RESTAURANT,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
726,NY,64209,MINEOLA,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,1.0
727,NY,70531,LIVERPOOL,OFF,LIQUOR/PACKAGE STORE,2.0,2.0,0.0,1.0,0.0,0.5,5.5,1,2,2,0.458333333,0.0,0.0
728,NY,38433,ROCKAWAY PARK,ON,BAR/TAVERN,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
729,NY,56717,YONKERS,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
730,NY,91524,NEW YORK,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
731,NY,41843,WHITE PLAINS,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
732,NY,98741,SMITHTOWN,OFF,LIQUOR/PACKAGE STORE,2.0,7.0,0.0,0.0,0.0,0.0,9.0,1,2,2,0.75,0.0,0.0
733,NY,92026,YORKTOWN HEIGHTS,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
734,NY,36281,NEW YORK,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
735,NY,59014,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,1.0
736,NY,51351,NEW ROCHELLE,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
737,NY,76780,CORTLAND,ON,RESTAURANT,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
738,NY,79119,POTSDAM,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
739,NY,12367,NEW YORK,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
740,NY,66255,TARRYTOWN,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
741,NY,50394,BUFFALO,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
742,NY,48448,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
743,NY,27740,ROCKVILLE CENTRE,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
744,NY,58430,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,1.0
745,NY,55125,SYRACUSE,OFF,LIQUOR/PACKAGE STORE,2.0,1.0,1.0,0.0,0.0,0.0,4.0,1,1,1,0.333333333,0.0,0.0
746,NY,98689,NEW YORK,ON,BAR/TAVERN,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2,2,0.166666667,0.0,0.0
747,NY,11867,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,1.0
748,NY,63779,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,0.0
749,NY,15840,ITHACA,ON,RESTAURANT,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,1.0
750,NY,59294,YONKERS,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,0.0,1.0
751,NY,15915,NEW YORK,ON,CONCESSIONAIRE,1.833333,1.833333,0.0,0.0,0.0,0.0,3.666666,1,3,2,0.3055555,0.0,2.0
752,NY,89258,NICHOLS,ON,BAR/TAVERN,1.5,0.0,0.0,0.0,0.0,0.0,1.5,1,6,6,0.125,0.0,0.0
753,NY,32942,CHAPPAQUA,OFF,LIQUOR/PACKAGE STORE,1.166668,1.500003,0.0,0.0,0.0,0.0,2.666671,1,13,8,0.222222583,0.0,1.0
754,NY,23301,MILLERTON,OFF,LIQUOR/PACKAGE STORE,1.166666,0.0,0.0,0.0,0.0,0.0,1.166666,1,4,4,0.097222167,0.0,1.0
755,NY,43184,NEW YORK,ON,RESTAURANT,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,0.0
756,NY,98501,BROOKLYN,ON,BAR/TAVERN,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,1.0
757,NY,12948,WESTBURY,OFF,LIQUOR/PACKAGE STORE,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,0.0
758,NY,70579,NEW YORK,ON,RECREATION/ ENTERTAINMENT,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,1.0
759,NY,57794,DOBBS FERRY,OFF,LIQUOR/PACKAGE STORE,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,0.0
760,NY,98859,BROOKLYN,ON,RESTAURANT,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,1.0
761,NY,96059,HORSEHEADS,OFF,LIQUOR/PACKAGE STORE,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,1.0
762,NY,34941,POTSDAM,ON,RESTAURANT,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,1.0
763,NY,53203,CENTRAL VALLEY,ON,BAR/TAVERN,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,0.0
764,NY,64256,BROOKLYN,ON,CONCESSIONAIRE,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1,1,1,0.25,0.0,1.0
765,NY,17213,OSWEGO,OFF,LIQUOR/PACKAGE STORE,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,1.0
766,NY,14428,ELMSFORD,ON,RESTAURANT,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,0.0
767,NY,75899,ISLAND PARK,ON,BAR/TAVERN,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,1.0
768,NY,72027,EASTPORT,OFF,LIQUOR/PACKAGE STORE,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,0.0
769,NY,62695,NEW YORK,ON,RESTAURANT,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,0.0,0.0
