Dist. STATE,Account ID,City,OnOff Premises,Classes of Trade,Siempre Plata,Siempre Reposado,Siempre Anejo,Siempre Supremo,Siempre Rebel Cask,Siempre Exclusivo Vivo,Total Cases,Did Buys,# Purchases,# Months Purchased,Rate of Sale: Units / Month,Ave Unit Price
NY,40771,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,83449,PATCHOGUE,OFF,LIQUOR/PACKAGE STORE,2,1,1,1,0,0,5,1,1,1,0.416666667,0
NY,83804,NEW YORK,OFF,LIQUOR/PACKAGE STORE,2,2,0,0,0,0,4,1,1,1,0.333333333,0
NY,43076,ASTORIA,OFF,LIQUOR/PACKAGE STORE,2,2,0,0,0,0,4,1,1,1,0.333333333,0
NY,98002,ASTORIA,ON,BAR/TAVERN,2,1,0.166667,0,0,0,3.166667,1,4,4,0.263888917,0
NY,69641,ASTORIA,ON,RESTAURANT,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,64209,MINEOLA,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,70531,LIVERPOOL,OFF,LIQUOR/PACKAGE STORE,2,2,0,1,0,0.5,5.5,1,2,2,0.458333333,0
NY,38433,ROCKAWAY PARK,ON,BAR/TAVERN,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,56717,YONKERS,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,91524,NEW YORK,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,41843,WHITE PLAINS,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,98741,SMITHTOWN,OFF,LIQUOR/PACKAGE STORE,2,7,0,0,0,0,9,1,2,2,0.75,0
NY,92026,YORKTOWN HEIGHTS,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,36281,NEW YORK,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,59014,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,51351,NEW ROCHELLE,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,76780,CORTLAND,ON,RESTAURANT,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,79119,POTSDAM,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,12367,NEW YORK,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,66255,TARRYTOWN,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,50394,BUFFALO,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,48448,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,27740,ROCKVILLE CENTRE,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,58430,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,55125,SYRACUSE,OFF,LIQUOR/PACKAGE STORE,2,1,1,0,0,0,4,1,1,1,0.333333333,0
NY,98689,NEW YORK,ON,BAR/TAVERN,2,0,0,0,0,0,2,1,2,2,0.166666667,0
NY,11867,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,63779,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,15840,ITHACA,ON,RESTAURANT,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,59294,YONKERS,OFF,LIQUOR/PACKAGE STORE,2,0,0,0,0,0,2,1,1,1,0.166666667,0
NY,15915,NEW YORK,ON,CONCESSIONAIRE,1.833333,1.833333,0,0,0,0,3.666666,1,3,2,0.3055555,0
NY,89258,NICHOLS,ON,BAR/TAVERN,1.5,0,0,0,0,0,1.5,1,6,6,0.125,0
NY,32942,CHAPPAQUA,OFF,LIQUOR/PACKAGE STORE,1.166668,1.500003,0,0,0,0,2.666671,1,13,8,0.222222583,0
NY,23301,MILLERTON,OFF,LIQUOR/PACKAGE STORE,1.166666,0,0,0,0,0,1.166666,1,4,4,0.097222167,0
NY,43184,NEW YORK,ON,RESTAURANT,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,98501,BROOKLYN,ON,BAR/TAVERN,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,12948,WESTBURY,OFF,LIQUOR/PACKAGE STORE,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,70579,NEW YORK,ON,RECREATION/ ENTERTAINMENT,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,57794,DOBBS FERRY,OFF,LIQUOR/PACKAGE STORE,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,98859,BROOKLYN,ON,RESTAURANT,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,96059,HORSEHEADS,OFF,LIQUOR/PACKAGE STORE,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,34941,POTSDAM,ON,RESTAURANT,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,53203,CENTRAL VALLEY,ON,BAR/TAVERN,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,64256,BROOKLYN,ON,CONCESSIONAIRE,1,1,1,0,0,0,3,1,1,1,0.25,0
NY,17213,OSWEGO,OFF,LIQUOR/PACKAGE STORE,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,14428,ELMSFORD,ON,RESTAURANT,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,75899,ISLAND PARK,ON,BAR/TAVERN,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,72027,EASTPORT,OFF,LIQUOR/PACKAGE STORE,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,62695,NEW YORK,ON,RESTAURANT,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,39420,YAPHANK,OFF,LIQUOR/PACKAGE STORE,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,89985,NEW YORK,OFF,LIQUOR/PACKAGE STORE,1,0,0,0,1,0,2,1,1,1,0.166666667,0
NY,89883,LYNBROOK,OFF,LIQUOR/PACKAGE STORE,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,28785,BROOKLYN,ON,BAR/TAVERN,1,1,0,0,0,0,2,1,2,1,0.166666667,0
NY,80209,WATERVLIET,ON,BAR/TAVERN,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,66678,WHITE PLAINS,ON,RESTAURANT,1,2,1,0,0,0,4,1,2,2,0.333333333,0
NY,32640,NEW YORK,OFF,LIQUOR/PACKAGE STORE,1,0,0,0,0,0,1,1,1,1,0.083333333,0
NY,54530,NEW YORK,ON,RESTAURANT,0.999999,0,0.333333,0,0,0,1.333332,1,3,3,0.111111,0
NY,46542,NEWBURGH,ON,BAR/TAVERN,0.833333,0.833333,0.5,0,0,0,2.166666,1,4,4,0.1805555,0
NY,14014,NEW YORK,ON,BAR/TAVERN,0.833333,0.833333,0.166667,0,0,0,1.833333,1,4,4,0.15277775,0
NY,39433,GENEVA,ON,BAR/TAVERN,0.5,1,0.333333,0.166667,0,0.166667,2.166667,1,3,3,0.180555583,0
NY,12272,BABYLON,ON,RESTAURANT,0.5,0,0,0,0,0,0.5,1,1,1,0.041666667,0
NY,91130,ARMONK,ON,RESTAURANT,0.5,0.5,0,0,0,0,1,1,1,1,0.083333333,0
NY,84391,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0,0,0.5,1,1,1,0.041666667,0
NY,70554,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,0.5,0,1,0,0,0,1.5,1,1,1,0.125,0
NY,78369,NEW YORK,ON,BAR/TAVERN,0.5,0.166667,0,0,0,0,0.666667,1,2,2,0.055555583,0
NY,12153,DUNDEE,ON,BAR/TAVERN,0.5,0.333334,0,0,0,0,0.833334,1,2,2,0.0694445,0
NY,40606,ARMONK,OFF,LIQUOR/PACKAGE STORE,0.5,1.333334,0.5,0,0,0,2.333334,1,6,4,0.1944445,0
NY,57605,GREAT NECK,OFF,LIQUOR/PACKAGE STORE,0.5,0.5,0,0,0,0,1,1,1,1,0.083333333,0
NY,79229,BROOKLYN,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,2,2,0.055555667,0
NY,77229,VICTOR,ON,RESTAURANT,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,0
NY,59601,LIMA,ON,BAR/TAVERN,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,0
NY,99806,MASSAPEQUA PARK,ON,RESTAURANT,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,0
NY,48850,NEW YORK,ON,HOTEL/ MOTEL,0.333333,0.166667,0.166667,0,0,0,0.666667,1,1,1,0.055555583,0
NY,70730,BROOKLYN,ON,BAR/TAVERN,0.333333,0.333333,0,0,0,0,0.666666,1,1,1,0.0555555,0
NY,78333,ADAMS,ON,RECREATION/ ENTERTAINMENT,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,0
NY,95505,BINGHAMTON,ON,RESTAURANT,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,0
NY,51470,WAPPINGERS FALLS,ON,OTHER ON PREMISE,0.333333,0.333333,0,0,0,0,0.666666,1,1,1,0.0555555,0
NY,93461,COLTON,ON,BAR/TAVERN,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,0
NY,26937,PLEASANTVILLE,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,0
NY,53086,BINGHAMTON,ON,RECREATION/ ENTERTAINMENT,0.333333,0,0,0,0,0,0.333333,1,1,1,1,0
NY,67340,HOMER,ON,BAR/TAVERN,0.333333,0.166667,0,0,0,0,0.5,1,2,1,0.041666667,0
NY,53301,OCEANSIDE,ON,RESTAURANT,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,0
NY,85290,RYE,ON,BAR/TAVERN,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,0
NY,80616,ROCHESTER,ON,RESTAURANT,0.166667,0.333334,0.166667,0,0,0,0.666668,1,2,2,0.055555667,0
NY,85202,AUBURN,ON,RECREATION/ ENTERTAINMENT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,95093,BROOKLYN,ON,RESTAURANT,0.166667,0.666668,0,0.166667,0,0,1.000002,1,6,5,0.0833335,0
NY,61471,ROCHESTER,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,37212,BROOKLYN,ON,BAR/TAVERN,0.166667,0.166667,0.166667,0,0,0,0.500001,1,1,1,0.04166675,0
NY,81783,TROY,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,58533,EAST SETAUKET,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,0
NY,22209,BUFFALO,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,10678,ROCHESTER,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,70519,ROCHESTER,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,25513,ROCHESTER,ON,RESTAURANT,0.166667,0.166667,0.166667,0,0,0,0.500001,1,2,2,0.04166675,0
NY,48802,BUFFALO,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,89746,LIVONIA,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,34777,BINGHAMTON,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,16655,NEW YORK,ON,HOTEL/ MOTEL,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,81248,ITHACA,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,88707,TONAWANDA,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,72587,TUPPER LAKE,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,12662,BUFFALO,ON,RESTAURANT,0.166667,0.333333,0,0,0,0,0.5,1,2,2,0.041666667,0
NY,53110,ROCHESTER,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,94250,ROCHESTER,ON,RESTAURANT,0.166667,0,0,0.166667,0,0.166667,0.500001,1,2,2,0.04166675,0
NY,27976,BREEZY POINT,ON,RECREATION/ ENTERTAINMENT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,94715,NEW YORK,ON,BAR/TAVERN,0.166667,0.166667,0,0,0.166667,0,0.500001,1,2,2,0.04166675,0
NY,35152,PIFFARD,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,81869,BUFFALO,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,64520,AUBURN,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,13077,PENN YAN,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,60349,BROCKPORT,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,24028,NEW YORK,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,0
NY,81004,CANANDAIGUA,ON,RESTAURANT,0.166667,0.500001,0,0,0,0,0.666668,1,3,2,0.055555667,0
NY,33659,ITHACA,OFF,LIQUOR/PACKAGE STORE,0,7,0,0,0,0,7,1,4,3,0.583333333,0
NY,98220,AMAGANSETT,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,2.5,2.5,1,3,3,0.208333333,0
NY,97924,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,1,1,1,1,1,0.083333333,0
NY,57018,EAST NORTHPORT,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,3,3,1,3,3,0.25,0
NY,91076,BROOKLYN,ON,BAR/TAVERN,0,1,0,0,0,0,1,1,1,1,0.083333333,0
NY,40388,WANTAGH,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,1.5,0.5,2,1,2,2,0.166666667,0
NY,37087,CAMILLUS,OFF,LIQUOR/PACKAGE STORE,0,15,0,0,0,1,16,1,3,3,1.333333333,0
NY,52261,LONG ISLAND CITY,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,2,1,3,1,1,1,0.25,0
NY,58773,GENESEO,ON,BAR/TAVERN,0,0,0,0.166667,0,0,0.166667,1,1,1,0.013888917,0
NY,45591,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,0,2,0,0,0,0,2,1,1,1,0.166666667,0
NY,64126,BROOKLYN,ON,BAR/TAVERN,0,0,1,0,0,0,1,1,1,1,0.083333333,0
NY,60523,BROOKLYN,ON,RESTAURANT,0,0,0,0.166667,0,0,0.166667,1,1,1,0.013888917,0
NY,19995,LIVERPOOL,ON,RESTAURANT,0,0.166667,0.166667,0,0.166667,0,0.500001,1,1,1,0.04166675,0
NY,29958,HOPEWELL JUNCTION,ON,RESTAURANT,0,0,0.166667,0,0,0,0.166667,1,1,1,0.013888917,0
NY,38855,FRANKLIN SQUARE,ON,BAR/TAVERN,0,0.666666,0.666666,0,0,0.333333,1.666665,1,2,2,0.13888875,0
NY,54089,ROSLYN,OFF,LIQUOR/PACKAGE STORE,0,0,0,1.333333,0,0,1.333333,1,2,2,0.111111083,0
NY,97150,NEW YORK,ON,RESTAURANT,0,0,0,0,0,0.166667,0.166667,1,1,1,0.013888917,0
NY,54963,BROOKLYN,ON,RESTAURANT,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,11908,BROOKLYN,ON,RESTAURANT,0,1,0,0,0,0,1,1,1,1,0.083333333,0
NY,67359,NEW YORK,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,2,2,1,2,2,0.166666667,0
NY,64234,CARMEL,ON,BAR/TAVERN,0,0,0,0,0,0.166667,0.166667,1,1,1,0.013888917,0
NY,95155,BROOKLYN,ON,RESTAURANT,0,2.166668,0,0,0,0,2.166668,1,10,7,0.180555667,0
NY,99161,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,0,0,5,0,0,0,5,1,1,1,0.416666667,0
NY,27234,BROOKLYN,ON,RESTAURANT,0,9,0,0,0,0,9,1,9,7,0.75,0
NY,63899,BAY SHORE,ON,RESTAURANT,0,0,0,0,0,0.333333,0.333333,1,1,1,0.02777775,0
NY,16423,LONG BEACH,ON,RESTAURANT,0,2,0,0,0,0,2,1,1,1,0.166666667,0
NY,93100,ELMONT,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,1,1,1,1,1,0.083333333,0
NY,97049,RENSSELAER,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,0.5,0.5,1,1,1,0.041666667,0
NY,82231,BRIGHTWATERS,ON,RESTAURANT,0,0,0.333333,0,0,0,0.333333,1,1,1,0.02777775,0
NY,43631,MEDINA,ON,BAR/TAVERN,0,0,0,0.166667,0,0,0.166667,1,1,1,0.013888917,0
NY,37606,MANHASSET,OFF,LIQUOR/PACKAGE STORE,0,0,0,2,0,2,4,1,1,1,0.333333333,0
NY,59624,NEW YORK,ON,RESTAURANT,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,95745,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,0,2,0,0,0,0,2,1,1,1,0.166666667,0
NY,65146,BROOKLYN,ON,RESTAURANT,0,0,0,0,0.333334,0,0.333334,1,2,1,0.027777833,0
NY,34202,BUFFALO,OFF,LIQUOR/PACKAGE STORE,0,0,0.833333,0,0,0,0.833333,1,2,2,0.069444417,0
NY,40343,JERICHO,OFF,LIQUOR/PACKAGE STORE,0,0,0,1,0,1,2,1,1,1,0.166666667,0
NY,89054,NEW YORK,ON,RESTAURANT,0,0,1.5,0,0,0,1.5,1,2,1,0.125,0
NY,22972,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,0,2,0,0,1,0,3,1,1,1,0.25,0
NY,66836,BROOKLYN,ON,RESTAURANT,0,0.666666,0,0,0,0,0.666666,1,2,2,0.0555555,0
NY,79146,ALFRED,ON,BAR/TAVERN,0,0,0.166667,0,0.333333,0,0.5,1,2,2,0.041666667,0
NY,73569,SARATOGA SPRINGS,ON,BAR/TAVERN,0,0.500001,0,0,0,0,0.500001,1,3,3,0.04166675,0
NY,74057,YORKTOWN HEIGHTS,OFF,LIQUOR/PACKAGE STORE,0,0,1,0,0,0,1,1,1,1,0.083333333,0
NY,38454,BROOKLYN,ON,RESTAURANT,0,17,0,0,0,0,17,1,8,7,1.416666667,0
NY,57843,SYOSSET,OFF,LIQUOR/PACKAGE STORE,0,0,0.333333,0,0,0,0.333333,1,1,1,0.02777775,0
NY,80915,WOODBURY,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,1,1,1,1,1,0.083333333,0
NY,60351,OZONE PARK,ON,RESTAURANT,0,1,0,0,0,0,1,1,1,1,0.083333333,0
NY,46061,SYRACUSE,ON,RESTAURANT,0,0,0,1.5,0,1.333333,2.833333,1,1,1,0.236111083,0
NY,77351,ALBANY,ON,BAR/TAVERN,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,29363,FLUSHING,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,1,1,1,1,1,0.083333333,0
NY,18108,PORT JEFFERSON,ON,RESTAURANT,0,1,0,0,0,0,1,1,1,1,0.083333333,0
NY,47120,BALLSTON SPA,ON,BAR/TAVERN,0,1,0.666667,0,0,0,1.666667,1,3,3,0.138888917,0
NY,15775,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,0,4.5,0,0,0,0,4.5,1,7,6,0.375,0
NY,65642,SYRACUSE,OFF,LIQUOR/PACKAGE STORE,0,6,0,0,0,0,6,1,3,3,0.5,0
NY,77504,NEW YORK,ON,RESTAURANT,0,0.666667,0,0,0,0,0.666667,1,1,1,0.055555583,0
NY,47806,SLINGERLANDS,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,0.166667,0.166667,1,1,1,0.013888917,0
NY,64025,NEW YORK,ON,BAR/TAVERN,0,0,0,0,0,0.166667,0.166667,1,1,1,0.013888917,0
NY,18214,TROY,ON,BAR/TAVERN,0,0,0.666666,0,0,0,0.666666,1,2,1,0.0555555,0
NY,52264,NEW YORK,ON,RESTAURANT,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,93747,NEW YORK,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,1,1,1,1,1,0.083333333,0
NY,35895,LONG BEACH,OFF,LIQUOR/PACKAGE STORE,0,0,2,0,0,0,2,1,1,1,0.166666667,0
NY,10432,GENESEO,ON,BAR/TAVERN,0,0,0,0,0.333334,0,0.333334,1,2,2,0.027777833,0
NY,56981,KINGSTON,ON,RESTAURANT,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,0
NY,49567,BROOKLYN,OFF,LIQUOR/PACKAGE STORE,0,1,0,0,0,0,1,1,1,1,0.083333333,0
NY,79887,WOODSIDE,OFF,LIQUOR/PACKAGE STORE,0,2,0,0,0,0,2,1,1,1,0.166666667,0
NY,10573,NEW YORK,ON,BAR/TAVERN,0,0.333333,0.333333,0,0,0,0.666666,1,1,1,0.0555555,0
NY,53438,WEBSTER,OFF,LIQUOR/PACKAGE STORE,0,3,0,0,0,0,3,1,2,2,0.25,0
NY,68773,PLEASANTVILLE,OFF,LIQUOR/PACKAGE STORE,0,0.333333,0,0,0,0,0.333333,1,1,1,0.02777775,0
NY,12643,ROSLYN HEIGHTS,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,1,1,1,1,1,0.083333333,0
NY,64351,NEW YORK,ON,CONCESSIONAIRE,0,1,0,0,0,0,1,1,1,1,0.083333333,0
NY,85406,NEW YORK,ON,BAR/TAVERN,0,0,0,0,0,0.166667,0.166667,1,1,1,0.013888917,0
NY,94522,NEW YORK,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,0,0,1,1,1,0,0
NY,27673,LONG BEACH,OFF,LIQUOR/PACKAGE STORE,0,0,1,0.166667,1.166667,0.166667,2.500001,1,2,2,0.208333417,0
NY,33175,BUFFALO,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,0.333333,0.333333,1,1,1,0.02777775,0
NY,36827,CICERO,OFF,LIQUOR/PACKAGE STORE,0,0,0,0.166667,0,0,0.166667,1,1,1,0.013888917,0
NY,79435,CROTON ON HUDSON,OFF,LIQUOR/PACKAGE STORE,0,1,0,0,0,0,1,1,1,1,0.083333333,0
NY,87446,BROOKLYN,ON,RESTAURANT,0,0,0.333333,0.5,0.166667,0,1,1,2,1,0.083333333,0
FL,28984,ORLANDO,OFF,LIQUOR/PACKAGE STORE,240,0,140,0,9,20,409,1,6,5,34.08333333,210.2506112
FL,56038,ORLANDO,ON,MILITARY ON-PREMISE,97,0,0,0,0,0,97,1,29,11,8.083333333,177.2393814
FL,83410,STUART,ON,TASTING ROOM,59.5,50,35,5,15,30,194.5,1,11,7,16.20833333,236.0308483
FL,25633,MELBOURNE,ON,BAR/TAVERN,50,12,0,1.333333,0.333333,0.333333,63.999999,1,30,12,5.33333325,198.5312531
FL,55126,ORLANDO,OFF,NON-RETAIL,33.000003,16.000002,8.166668,1.333334,0.666667,4.000002,63.166676,1,35,10,5.263889667,163.1798703
FL,91058,WESLEY CHAPEL,ON,TASTING ROOM,30,2.833333,1,0,0,1,34.833333,1,17,10,2.90277775,193.3421071
FL,36491,MOUNT DORA,ON,TASTING ROOM,17.5,0.666667,0.666668,0.333334,0,0,19.166669,1,14,9,1.597222417,203.1260622
FL,44652,WELLINGTON,OFF,LIQUOR/PACKAGE STORE,17,0,0,0,0,0.166667,17.166667,1,4,3,1.430555583,166.3398026
FL,52497,SANFORD,OFF,LIQUOR/PACKAGE STORE,16.5,5,1,1,1,0.166667,24.666667,1,2,2,2.055555583,179.7364841
FL,41692,ORLANDO,ON,BAR/TAVERN,11,0.333333,0,0,0,0,11.333333,1,3,2,0.944444417,176.2941228
FL,73600,ORLANDO,OFF,LIQUOR/PACKAGE STORE,10,1,0.833333,0,0,0,11.833333,1,1,1,0.986111083,163.5211314
FL,17437,MAITLAND,ON,RESTAURANT,8,3,0.166667,0,0,0.166667,11.333334,1,7,6,0.9444445,200.0735176
FL,85044,MELBOURNE,OFF,LIQUOR/PACKAGE STORE,7,0,0,0,0,0,7,1,3,2,0.583333333,183.8571429
FL,25413,TAMPA,OFF,LIQUOR/PACKAGE STORE,6,0,0,0,0,0,6,1,5,5,0.5,193.5
FL,73371,ORLANDO,OFF,LIQUOR/PACKAGE STORE,6,6,2,0,0,0,14,1,7,5,1.166666667,204.2442857
FL,62763,CLEARWATER,OFF,LIQUOR/PACKAGE STORE,6,0,0,0,0,0,6,1,3,3,0.5,190.5
FL,46803,SAINT PETERSBURG,ON,RESTAURANT,6,7.166666,0,0,0,0.166667,13.333333,1,10,8,1.111111083,199.031255
FL,64755,SARASOTA,OFF,LIQUOR/PACKAGE STORE,5.333333,3.333333,6,2,4,4,24.666666,1,5,4,2.0555555,270.1216289
FL,23101,SARASOTA,OFF,LIQUOR/PACKAGE STORE,5.333333,0,0,0,0,0,5.333333,1,2,2,0.444444417,189.8437619
FL,88423,SAINT CLOUD,OFF,LIQUOR/PACKAGE STORE,5,3,1,0,0,0,9,1,6,5,0.75,200.6666667
FL,38602,ORLANDO,OFF,LIQUOR/PACKAGE STORE,5,0,0,0,0,0,5,1,3,3,0.416666667,190.092
FL,21288,FORT LAUDERDALE,OFF,LIQUOR/PACKAGE STORE,5,0,0,0,0,0,5,1,3,3,0.416666667,190.8
FL,72936,ORLANDO,ON,HOTEL/ MOTEL,5,5,0,0,0,0,10,1,2,2,0.833333333,185.4
FL,82948,ESTERO,OFF,LIQUOR/PACKAGE STORE,4.5,0,0,0,0,0,4.5,1,3,3,0.375,191.8333333
FL,35647,BRANDON,OFF,LIQUOR/PACKAGE STORE,4.5,0,0,0,0,0,4.5,1,3,2,0.375,191.8333333
FL,69187,LUTZ,OFF,LIQUOR/PACKAGE STORE,4.5,0,1,0,0,0,5.5,1,3,3,0.458333333,211.7727273
FL,92597,LADY LAKE,OFF,LIQUOR/PACKAGE STORE,4,0,0,0,0,0,4,1,3,3,0.333333333,193.5
FL,26865,PORT CHARLOTTE,OFF,LIQUOR/PACKAGE STORE,4,0,0,0,0,0,4,1,2,2,0.333333333,193.125
FL,38537,PALM BEACH GARDENS,OFF,LIQUOR/PACKAGE STORE,4,0,0,0,0,0,4,1,3,3,0.333333333,193.5
FL,45340,FORT MYERS,OFF,LIQUOR/PACKAGE STORE,4,0,0,0,0,0,4,1,2,2,0.333333333,190.125
FL,51304,CORAL SPRINGS,OFF,LIQUOR/PACKAGE STORE,4,0,0,0,0,0,4,1,2,2,0.333333333,190.125
